A census of human transcription factors: function, expression and evolution
Juan M Vaquerizas, Sarah K Kummerfeld, Sarah A Teichmann, Nicholas M Luscombe

Supplementary Table 2
List of TF-encoding loci classified as 'a', 'b', 'c', 'x', or selected from other databases (classified as 'other'; see Supplementary Material). For TFs included in the repertoire, the list also contains accompanying information including: Ensembl gene IDs (release 51), HGNC identifiers, IPI IDs, associated DNA-binding Interpro domains and families, and tissue specificity if any.

Last modified on Tuesday 10 Feb 2009 14:39

Downloaded from the Nature Reviews Genetics website: Downloaded from the Nature Reviews Genetics website: http://www.nature.com/nrg/journal/v10/n4/index.html 

--Table start--
Class	Ensembl ID	IPI ID	Interpro DBD	Interpro DNA-binding family	HGNC symbol	Tissue-specificity
a	ENSG00000214513	IPI00247814;IPI00735891	IPR001356;IPR009057;IPR012287		NOTO	
a	ENSG00000214717	IPI00006203	IPR003656		ZBED1	liver
a	ENSG00000215612	IPI00004379;IPI00871751	IPR000047;IPR001356;IPR009057;IPR012287		HMX1	general
a	ENSG00000215698	IPI00788055	IPR006612			
a	ENSG00000215702	IPI00787424	IPR000232;IPR011991			
a	ENSG00000217236	IPI00847594	IPR007087;IPR015880			
a	ENSG00000220201	IPI00643174;IPI00892638	IPR000679			
b	ENSG00000005102	IPI00030728;IPI00744956	IPR000047;IPR001356;IPR009057;IPR012287		MEOX1	
b	ENSG00000005801	IPI00442264;IPI00470385;IPI00747327;IPI00796632;IPI00876884	IPR007086;IPR007087;IPR015880		ZNF195	general
b	ENSG00000006194	IPI00298951	IPR007086;IPR007087;IPR015880		ZNF263	
b	ENSG00000010244	IPI00013457;IPI00219759;IPI00219760;IPI00788670;IPI00792837	IPR007087;IPR015880		ZNF207	general
b	ENSG00000011332	IPI00642063	IPR007087;IPR015880		DPF1	
b	ENSG00000011451	IPI00295502;IPI00741630;IPI00795546	IPR007087;IPR015880		WIZ	testis
b	ENSG00000011590	IPI00003915	IPR007087;IPR015880		ZBTB32	testis
b	ENSG00000018607	IPI00007043	IPR007087;IPR015880		ZNF221	
b	ENSG00000018869	IPI00043654;IPI00871229;IPI00871791	IPR007086;IPR007087;IPR015880		ZNF582	
b	ENSG00000020256	IPI00005020;IPI00018906;IPI00254471;IPI00399311;IPI00414782;IPI00552721;IPI00646824;IPI00790555;IPI00796082;IPI00796575	IPR007087;IPR015880		ZFP64	general
b	ENSG00000022976	IPI00001180	IPR007087;IPR015880		ZNF839	testis
b	ENSG00000025293	IPI00074876;IPI00644602;IPI00645353	IPR000637;IPR007087;IPR015880		PHF20	fetal.brain;prostate;testis;whole.blood.JJV
b	ENSG00000030419	IPI00007757;IPI00218656;IPI00386999;IPI00450515;IPI00450516;IPI00450520;IPI00796513;IPI00872888	IPR007087;IPR015880		IKZF2	
b	ENSG00000036549	IPI00217773;IPI00647531;IPI00845511	IPR001005;IPR009057;IPR014778		ZZZ3	lymph.node;thyroid
b	ENSG00000049768	IPI00328094;IPI00604500;IPI00644203	IPR001766;IPR007087;IPR011991;IPR015880		FOXP3	
b	ENSG00000053254	IPI00011681;IPI00220563	IPR001766;IPR011991		FOXN3	ovary;uterus;whole.blood.JJV
b	ENSG00000056277	IPI00006892;IPI00183642	IPR007087;IPR015880		ZNF280C	
b	ENSG00000060566	IPI00000632;IPI00045957;IPI00441894;IPI00847524	IPR004827;IPR008917;IPR011616		CREB3L3	
b	ENSG00000061455	IPI00218376;IPI00248395;IPI00877978;IPI00887302	IPR007087;IPR015880		PRDM6	
b	ENSG00000062370	IPI00007157;IPI00844582	IPR007086;IPR007087;IPR015880		ZFP112	
b	ENSG00000063587	IPI00402618;IPI00645891	IPR007087;IPR015880		ZNF275	
b	ENSG00000066422	IPI00004337	IPR007087;IPR015880		ZBTB11	general
b	ENSG00000066827	IPI00418220;IPI00646745;IPI00657655;IPI00871971	IPR007087;IPR015880		ZFAT	
b	ENSG00000070476	IPI00397977;IPI00759470	IPR007087;IPR015880		ZXDC	general
b	ENSG00000074657	IPI00151988;IPI00856106	IPR007087;IPR015880		ZNF532	fetal.brain;fetal.lung;prostate;smooth.muscle;spinal.cord;uterus
b	ENSG00000081386	IPI00007234	IPR007086;IPR007087;IPR015880		ZNF510	
b	ENSG00000081665	IPI00384789;IPI00396397;IPI00552967	IPR007087;IPR015880		ZNF93	general
b	ENSG00000083812	IPI00003847;IPI00642398;IPI00644864	IPR007087;IPR015880		ZNF324	
b	ENSG00000083814	IPI00152139;IPI00396277	IPR007086;IPR007087;IPR015880		ZNF671	
b	ENSG00000083817	IPI00020818;IPI00478852	IPR007086;IPR007087;IPR015880		ZNF416	
b	ENSG00000083828	IPI00793187;IPI00796874;IPI00873021	IPR007087;IPR015880		ZNF586	
b	ENSG00000083838	IPI00016671;IPI00386169	IPR007087;IPR015880		ZNF446	
b	ENSG00000083842	IPI00419402	IPR007086;IPR007087;IPR015880		ZNF8	
b	ENSG00000083844	IPI00011665	IPR007086;IPR007087;IPR015880		ZNF264	
b	ENSG00000085274	IPI00384748;IPI00410331;IPI00784972;IPI00792892	IPR007087;IPR015880		MYNN	skeletal.muscle.psoas
b	ENSG00000085276	IPI00180296;IPI00446866;IPI00790776;IPI00792571;IPI00794507	IPR007087;IPR015880		EVI1	fetal.lung;trachea
b	ENSG00000085644	IPI00220992	IPR007087;IPR015880		ZNF213	
b	ENSG00000088876	IPI00171188;IPI00654817	IPR007087;IPR015880		ZNF343	
b	ENSG00000088881	IPI00215773;IPI00853002;IPI00887385	IPR002909	IPR003523	EBF4	
b	ENSG00000089116	IPI00022760	IPR000047;IPR001356;IPR009057;IPR012287		LHX5	
b	ENSG00000089335	IPI00215608;IPI00480139;IPI00884110	IPR007087;IPR015880		ZNF302	
b	ENSG00000089775	IPI00217777	IPR007087;IPR015880		ZBTB25	
b	ENSG00000091656	IPI00328754;IPI00827480;IPI00827871	IPR001356;IPR007087;IPR009057;IPR012287;IPR015880		ZFHX4	pituitary;smooth.muscle
b	ENSG00000092607	IPI00163361;IPI00643004;IPI00844280;IPI00874142	IPR008967	IPR001699	TBX15	
b	ENSG00000095574	IPI00154612;IPI00872098	IPR007087;IPR015880		IKZF5	
b	ENSG00000096654	IPI00293575	IPR007087;IPR015880		ZNF184	
b	ENSG00000100105	IPI00003801;IPI00034248;IPI00217078;IPI00395545	IPR000637;IPR007087;IPR015880		PATZ1	general
b	ENSG00000100426	IPI00006610	IPR003656		ZBED4	
b	ENSG00000101115	IPI00007032;IPI00428772;IPI00428775	IPR007087;IPR015880		SALL4	
b	ENSG00000101126	IPI00022215	IPR001356;IPR007087;IPR009057;IPR015880		ADNP	fetal.brain
b	ENSG00000101493	IPI00852669	IPR007087;IPR015880		ZNF516	
b	ENSG00000101544	IPI00402209	IPR001356;IPR007087;IPR009057;IPR015880		ADNP2	
b	ENSG00000101883	IPI00169348	IPR000047;IPR001356;IPR009057;IPR012287		RHOXF1	
b	ENSG00000102870	IPI00018411	IPR007087;IPR015880		ZNF629	general
b	ENSG00000102935	IPI00100660;IPI00872102	IPR007087;IPR015880		ZNF423	spinal.cord;uterus;whole.brain
b	ENSG00000103199	IPI00027967;IPI00643362	IPR007086;IPR007087;IPR015880		ZNF500	
b	ENSG00000103241	IPI00030316;IPI00871189	IPR001766;IPR011991		FOXF1	fetal.lung;lung
b	ENSG00000104777	IPI00644191;IPI00787687	IPR007087;IPR015880		ZNF90	
b	ENSG00000105132	IPI00186154;IPI00747149;IPI00872154	IPR007087;IPR015880		ZNF550	
b	ENSG00000105136	IPI00291674;IPI00334218;IPI00396652;IPI00847595;IPI00847804;IPI00847868;IPI00848095;IPI00848262	IPR007087;IPR015880		ZNF419	general
b	ENSG00000105717	IPI00019294	IPR001356;IPR009057;IPR012287		PBX4	
b	ENSG00000105732	IPI00434708;IPI00465100;IPI00478854;IPI00883995	IPR007087;IPR015880		ZNF574	general
b	ENSG00000105750	IPI00333314	IPR007086;IPR007087;IPR015880		ZNF85	general
b	ENSG00000106038	IPI00027702	IPR000047;IPR001356;IPR009057;IPR012287		EVX1	general
b	ENSG00000106261	IPI00657757	IPR007086;IPR007087;IPR015880		ZKSCAN1	pancreas
b	ENSG00000106410	IPI00061033;IPI00784495	IPR001356;IPR009057;IPR012287		NOBOX	
b	ENSG00000107249	IPI00168641;IPI00744491;IPI00761097;IPI00844273	IPR007087;IPR015880		GLIS3	
b	ENSG00000108509	IPI00183704;IPI00478847;IPI00744877;IPI00747254	IPR002909;IPR005559		CAMTA2	general
b	ENSG00000108924	IPI00002850	IPR004827;IPR011700		HLF	placenta;whole.brain
b	ENSG00000109705	IPI00019228	IPR000047;IPR001356;IPR009057;IPR012287		NKX3-2	
b	ENSG00000109787	IPI00027726	IPR007087;IPR015880		KLF3	fetal.liver
b	ENSG00000109851	IPI00027329	IPR000047;IPR001356;IPR009057;IPR012287		DBX1	
b	ENSG00000109906	IPI00220823;IPI00305613	IPR007087;IPR015880		ZBTB16	lung;ovary;prostate;skeletal.muscle.psoas;whole.brain
b	ENSG00000111783	IPI00165990;IPI00419901;IPI00871135;IPI00878891	IPR003150;IPR011991		RFX4	
b	ENSG00000112238	IPI00480010;IPI00644797	IPR007087;IPR015880		PRDM13	
b	ENSG00000112365	IPI00011180;IPI00656048	IPR000637;IPR007087;IPR015880		ZBTB24	
b	ENSG00000112837	IPI00409658;IPI00844462	IPR008967	IPR001699;IPR002070	TBX18	
b	ENSG00000114439	IPI00183699;IPI00300222;IPI00796469;IPI00877648;IPI00877776;IPI00878379;IPI00878732;IPI00879370;IPI00879637;IPI00879782;IPI00879905;IPI00879964;IPI00880126	IPR000910;IPR009071		BBX	
b	ENSG00000114853	IPI00444845	IPR007086;IPR007087;IPR015880		ZBTB47	
b	ENSG00000115568	IPI00005004;IPI00867615	IPR007087;IPR015880		ZNF142	
b	ENSG00000116580	IPI00375803;IPI00552561	IPR001005;IPR009057		GON4L	
b	ENSG00000116990	IPI00513857;IPI00643210;IPI00796676	IPR011598	IPR002418	MYCL1	
b	ENSG00000117000	IPI00018294	IPR007087;IPR015880		RLF	
b	ENSG00000117010	IPI00003271	IPR007086;IPR007087;IPR015880		ZNF684	
b	ENSG00000117505	IPI00008991	IPR003958	IPR003957	DR1	testis;whole.blood.JJV
b	ENSG00000117625	IPI00164550;IPI00183535	IPR001005;IPR009057;IPR014778		RCOR3	general
b	ENSG00000118156	IPI00031040;IPI00168550;IPI00789566	IPR001005;IPR007087;IPR009057;IPR014778;IPR015880		ZNF541	
b	ENSG00000118263	IPI00027176	IPR007087;IPR015880		KLF7	
b	ENSG00000118267	IPI00099531;IPI00760665;IPI00902646	IPR007087;IPR015880		ZNF271	
b	ENSG00000118620	IPI00018748	IPR007086;IPR007087;IPR015880		ZNF430	
b	ENSG00000118689	IPI00012856;IPI00878632	IPR001766;IPR011991		FOXO3	bone.marrow;lung
b	ENSG00000119574	IPI00064428	IPR007087;IPR015880		ZBTB45	
b	ENSG00000119866	IPI00300332;IPI00400867;IPI00400868;IPI00400869;IPI00400870;IPI00400871;IPI00400872	IPR007087;IPR015880		BCL11A	fetal.brain;skin;tonsil;whole.brain
b	ENSG00000120784	IPI00032142	IPR007086;IPR007087;IPR015880		ZFP30	
b	ENSG00000120963	IPI00183657	IPR007087;IPR015880		ZNF706	
b	ENSG00000121406	IPI00176222;IPI00743870	IPR007087;IPR015880		ZNF549	
b	ENSG00000121413	IPI00154608;IPI00645438	IPR007087;IPR015880		ZSCAN18	pituitary;thyroid;whole.brain
b	ENSG00000121417	IPI00012868;IPI00394844;IPI00419492;IPI00641143;IPI00883583	IPR007086;IPR007087;IPR015880		ZNF211	
b	ENSG00000121864	IPI00008845	IPR007087;IPR015880		ZNF639	general
b	ENSG00000121903	IPI00418564;IPI00420000;IPI00743346	IPR001005;IPR007086;IPR007087;IPR015880		ZSCAN20	
b	ENSG00000122145	IPI00000321;IPI00645970	IPR008967	IPR001699	TBX22	
b	ENSG00000123095	IPI00006153	IPR011598		BHLHB3	pituitary;spinal.cord;thyroid;whole.brain
b	ENSG00000123307	IPI00009621;IPI00896450	IPR011598	IPR016637	NEUROD4	
b	ENSG00000123411	IPI00064241;IPI00797730	IPR007087;IPR015880		IKZF4	
b	ENSG00000123576	IPI00166966	IPR001356;IPR009057;IPR012287;IPR013847		ESX1	
b	ENSG00000123685	IPI00032898	IPR004827;IPR011616	IPR002112	BATF3	
b	ENSG00000123870	IPI00005001;IPI00845422;IPI00902896	IPR007087;IPR015880		ZNF137	
b	ENSG00000124444	IPI00550206	IPR007087;IPR015880		ZNF576	
b	ENSG00000124459	IPI00025417;IPI00444117	IPR007086;IPR007087;IPR015880		ZNF45	
b	ENSG00000124601	IPI00014133	IPR007087;IPR015880			
b	ENSG00000125812	IPI00033892;IPI00218261	IPR007087;IPR015880		GZF1	
b	ENSG00000125816	IPI00830084	IPR001356;IPR009057;IPR012287		NKX2-4	
b	ENSG00000125820	IPI00028339	IPR001356;IPR009057;IPR012287		NKX2-2	spinal.cord;whole.brain
b	ENSG00000125846	IPI00004978;IPI00797700	IPR007086;IPR007087;IPR015880		ZNF133	
b	ENSG00000125850	IPI00305086	IPR007087;IPR015880		OVOL2	lung;testis
b	ENSG00000125945	IPI00028391;IPI00550309	IPR007086;IPR007087;IPR015880		ZNF436	
b	ENSG00000126603	IPI00000274;IPI00902985	IPR007087;IPR015880		GLIS2	
b	ENSG00000126656	IPI00029501;IPI00845414	IPR001356;IPR009057;IPR012287		SEBOX	
b	ENSG00000126804	IPI00007273;IPI00873559	IPR007087;IPR015880		ZBTB1	lymph.node;salivary.gland;thyroid;uterus;whole.blood.JJV
b	ENSG00000127081	IPI00184544;IPI00477021;IPI00873888	IPR007086;IPR007087;IPR015880		ZNF484	
b	ENSG00000129654	IPI00024319	IPR001766;IPR011991		FOXJ1	general
b	ENSG00000130182	IPI00045938	IPR007087;IPR015880		ZSCAN10	
b	ENSG00000130382	IPI00100630		IPR005033	MLLT1	
b	ENSG00000130544	IPI00013641;IPI00607687	IPR007087;IPR015880		ZNF557	
b	ENSG00000130584	IPI00398152	IPR007087;IPR015880		ZBTB46	
b	ENSG00000130675	IPI00030703	IPR001356;IPR009057;IPR012287		MNX1	
b	ENSG00000130684	IPI00000110;IPI00843812	IPR007087;IPR015880		ZNF337	fetal.brain
b	ENSG00000130711	IPI00024168	IPR007087;IPR015880	IPR017126	PRDM12	liver;pancreas
b	ENSG00000130803	IPI00216533;IPI00216534;IPI00471944;IPI00550044	IPR007086;IPR007087;IPR015880		ZNF317	
b	ENSG00000130818	IPI00012209	IPR007086;IPR007087;IPR015880		ZNF426	general
b	ENSG00000130844	IPI00101500	IPR007086;IPR007087;IPR015880		ZNF331	adrenal.cortex;adrenal.gland;ovary;pituitary
b	ENSG00000130940	IPI00103440;IPI00328211	IPR007087;IPR015880		CASZ1	general
b	ENSG00000131061	IPI00001008;IPI00604423;IPI00743800	IPR007087;IPR015880		ZNF341	
b	ENSG00000131115	IPI00177827;IPI00432577	IPR007086;IPR007087;IPR015880		ZNF227	
b	ENSG00000131127	IPI00456864	IPR007086;IPR007087;IPR015880		ZNF141	
b	ENSG00000131721	IPI00032523;IPI00644937	IPR001356;IPR009057;IPR012287		RHOXF2	
b	ENSG00000131845	IPI00010168;IPI00872320	IPR007086;IPR007087;IPR015880		ZNF304	
b	ENSG00000131848	IPI00013284	IPR007087;IPR015880		ZSCAN5A	testis
b	ENSG00000131849	IPI00004995;IPI00640627;IPI00871983	IPR007086;IPR007087;IPR015880		ZNF132	
b	ENSG00000132010	IPI00478297;IPI00550953;IPI00642492	IPR007086;IPR007087;IPR015880		ZNF20	
b	ENSG00000132130	IPI00550117	IPR000047;IPR001356;IPR009057;IPR012287		LHX1	
b	ENSG00000132773	IPI00549516	IPR000571		TOE1	general
b	ENSG00000133250	IPI00306237;IPI00640316	IPR007087;IPR015880		ZNF414	
b	ENSG00000135625	IPI00289101	IPR007087;IPR015880		EGR4	whole.brain
b	ENSG00000135638	IPI00374132;IPI00873192	IPR001356;IPR009057;IPR012287		EMX1	
b	ENSG00000135747	IPI00016814	IPR007086;IPR007087;IPR015880		ZNF670	
b	ENSG00000135899	IPI00162549;IPI00220746;IPI00220747;IPI00398959;IPI00472430;IPI00871442;IPI00873254	IPR000770;IPR010919		SP110	lymph.node;thymus;tonsil;whole.blood.JJV
b	ENSG00000136327	IPI00007308	IPR001356;IPR009057		NKX2-8	
b	ENSG00000136367	IPI00221090;IPI00886848	IPR001356;IPR007087;IPR009057;IPR012287;IPR015880		ZFHX2	
b	ENSG00000136451	IPI00028912	IPR007087;IPR015880		VEZF1	prostate;thymus;thyroid;uterus;whole.blood.JJV
b	ENSG00000136535	IPI00003421	IPR008967	IPR001699	TBR1	
b	ENSG00000136866	IPI00216321	IPR007086;IPR007087;IPR015880		ZFP37	
b	ENSG00000136870	IPI00027151;IPI00221217;IPI00221218;IPI00336044	IPR007087;IPR015880		ZNF189	general
b	ENSG00000137166	IPI00386277;IPI00395554;IPI00554470;IPI00554643	IPR001766;IPR007087;IPR011991;IPR015880		FOXP4	
b	ENSG00000137185	IPI00007330	IPR007086;IPR007087;IPR015880		ZNF193	
b	ENSG00000137273	IPI00030319	IPR001766;IPR011991		FOXF2	fetal.lung;lung
b	ENSG00000137871	IPI00149044;IPI00335065;IPI00457232;IPI00746053;IPI00792669;IPI00847208;IPI00884036	IPR007087;IPR015880		ZNF280D	uterus
b	ENSG00000138311	IPI00007274;IPI00399361;IPI00418945;IPI00657879	IPR015880		ZNF365	spinal.cord;whole.brain
b	ENSG00000139154	IPI00303560;IPI00796417;IPI00895818	IPR007087;IPR015880		AEBP2	
b	ENSG00000139445	IPI00377176;IPI00477108;IPI00794451	IPR001766;IPR011991		FOXN4	
b	ENSG00000139651	IPI00401002;IPI00797520	IPR007087;IPR015880		ZNF740	
b	ENSG00000139800	IPI00163395;IPI00872778;IPI00873366	IPR007087;IPR015880		ZIC5	
b	ENSG00000140044	IPI00103731	IPR004827;IPR011700		JDP2	
b	ENSG00000140265	IPI00217438;IPI00748630;IPI00789921	IPR007087;IPR015880		ZSCAN29	
b	ENSG00000140548	IPI00373803	IPR007087;IPR015880		ZNF710	
b	ENSG00000140987	IPI00328360;IPI00478574;IPI00647803;IPI00745668	IPR007086;IPR007087;IPR015880		ZNF434	
b	ENSG00000141040	IPI00010165	IPR007087;IPR015880		ZNF287	
b	ENSG00000141579	IPI00003009	IPR015880		ZNF750	general
b	ENSG00000141946	IPI00289709	IPR007086;IPR007087;IPR015880		ZIM3	
b	ENSG00000141956	IPI00025702;IPI00745384;IPI00792548;IPI00871744	IPR007087;IPR015880		PRDM15	
b	ENSG00000142025	IPI00480036;IPI00646234	IPR001275		DMRTC2	
b	ENSG00000142065	IPI00218189;IPI00874073	IPR007086;IPR007087;IPR015880		ZFP14	
b	ENSG00000142396	IPI00017140;IPI00807482	IPR007086;IPR007087;IPR015880			
b	ENSG00000142528	IPI00297388;IPI00873154	IPR007086;IPR007087;IPR015880		ZNF473	testis
b	ENSG00000142556	IPI00394792;IPI00472152;IPI00873352	IPR007087;IPR015880		ZNF432	
b	ENSG00000142599	IPI00185027;IPI00479824	IPR000679;IPR001005;IPR009057;IPR014778		RERE	general
b	ENSG00000142611	IPI00289654;IPI00642532;IPI00853481;IPI00889738	IPR007087;IPR015880		PRDM16	
b	ENSG00000142700	IPI00045565	IPR001275		DMRTA2	
b	ENSG00000143006	IPI00151883	IPR001275		DMRTB1	
b	ENSG00000143067	IPI00397781	IPR007087;IPR015880		ZNF697	
b	ENSG00000143373	IPI00395813;IPI00744026	IPR007087;IPR015880		ZNF687	
b	ENSG00000143867	IPI00152145	IPR007087;IPR015880		OSR1	
b	ENSG00000144026	IPI00064458	IPR007087;IPR015880		ZNF514	
b	ENSG00000144331	IPI00329671;IPI00654579;IPI00654664;IPI00654732;IPI00654841	IPR007087;IPR015880		ZNF385B	
b	ENSG00000144792	IPI00167767	IPR007086;IPR007087;IPR015880		ZNF660	
b	ENSG00000145908	IPI00045208;IPI00876844	IPR007087;IPR015880		ZNF300	
b	ENSG00000146757	IPI00335720;IPI00395321;IPI00413088	IPR007087;IPR015880		ZNF92	
b	ENSG00000147124	IPI00020900;IPI00221192;IPI00221194;IPI00221195;IPI00221196;IPI00221197;IPI00221198;IPI00221200	IPR007087;IPR015880		ZNF41	
b	ENSG00000147180	IPI00433160;IPI00657738	IPR007087;IPR015880	IPR006794	ZNF711	
b	ENSG00000147421	IPI00002265;IPI00074230;IPI00748642	IPR001356;IPR009057;IPR010982;IPR012287		HMBOX1	placenta
b	ENSG00000147596	IPI00001567	IPR007087;IPR015880		PRDM14	
b	ENSG00000148143	IPI00552912;IPI00748153;IPI00792933;IPI00852632	IPR007087;IPR015880		ZNF462	
b	ENSG00000148337	IPI00183425;IPI00220051;IPI00329602;IPI00386740;IPI00514295;IPI00551026	IPR007087;IPR015880		CIZ1	general
b	ENSG00000149050	IPI00007825	IPR007086;IPR007087;IPR015880		ZNF214	
b	ENSG00000150051	IPI00217742	IPR001356;IPR009057;IPR012287		MKX	
b	ENSG00000150907	IPI00289866	IPR001766;IPR011991		FOXO1	fetal.thyroid;ovary;uterus
b	ENSG00000151514	IPI00074943;IPI00218121;IPI00218122;IPI00218124	IPR007087;IPR015880		SALL3	
b	ENSG00000151650	IPI00004447	IPR001356;IPR009057;IPR012287		VENTX	
b	ENSG00000151789	IPI00003003	IPR007087;IPR015880		ZNF385D	
b	ENSG00000151963	IPI00031595;IPI00216187	IPR007087;IPR015880		ZNF268	
b	ENSG00000152433	IPI00217083;IPI00644961;IPI00655749;IPI00874135	IPR007087;IPR015880		ZNF547	
b	ENSG00000152454	IPI00032392	IPR007087;IPR015880		ZNF256	
b	ENSG00000152467	IPI00301010	IPR007087;IPR015880		ZSCAN1	
b	ENSG00000152518	IPI00604786	IPR000571		ZFP36L2	lung;prostate;thyroid;whole.blood.JJV
b	ENSG00000152784	IPI00024952;IPI00414031;IPI00876899	IPR007087;IPR015880		PRDM8	
b	ENSG00000152926	IPI00026249;IPI00853353;IPI00872667	IPR007087;IPR015880		ZNF117	general
b	ENSG00000153896	IPI00043735;IPI00871498;IPI00872255	IPR007087;IPR015880		ZNF599	
b	ENSG00000154227	IPI00216667;IPI00796378;IPI00798271	IPR001356;IPR009057		LASS3	
b	ENSG00000154957	IPI00375259;IPI00658106	IPR007087;IPR015880		ZNF18	
b	ENSG00000155545	IPI00465053;IPI00657688;IPI00657714;IPI00879110	IPR001005;IPR009057;IPR014778		MIER3	
b	ENSG00000155592	IPI00470464	IPR001005;IPR007087;IPR015880		ZKSCAN2	
b	ENSG00000156030	IPI00784739;IPI00878852	IPR001005;IPR009057;IPR014778		C14orf43	
b	ENSG00000156853	IPI00073580	IPR007086;IPR007087;IPR015880		ZNF689	
b	ENSG00000156925	IPI00029724;IPI00552994	IPR007087;IPR015880		ZIC3	
b	ENSG00000157657	IPI00433705;IPI00514432;IPI00844490;IPI00845286;IPI00845412	IPR007087;IPR015880		ZNF618	
b	ENSG00000158691	IPI00011942	IPR007086;IPR007087;IPR015880		ZSCAN12	general
b	ENSG00000158805	IPI00640333;IPI00641539;IPI00641955;IPI00655817;IPI00847391	IPR007087;IPR015880		ZNF276	
b	ENSG00000159885	IPI00007040;IPI00641774	IPR007087;IPR015880		ZNF222	general
b	ENSG00000159904	IPI00007035	IPR007087;IPR015880		ZNF225	
b	ENSG00000159905	IPI00063760	IPR007086;IPR007087;IPR015880		ZNF234	
b	ENSG00000159915	IPI00031183;IPI00479597;IPI00855963;IPI00873052	IPR007086;IPR007087;IPR015880		ZNF233	
b	ENSG00000159917	IPI00003503;IPI00477853;IPI00815811;IPI00871970	IPR007087;IPR015880		ZNF235	
b	ENSG00000160062	IPI00168061;IPI00292615;IPI00787891	IPR007087;IPR015880			
b	ENSG00000160229	IPI00397702	IPR007087		ZNF486	
b	ENSG00000160321	IPI00479144	IPR007087;IPR015880		ZNF208	
b	ENSG00000160336	IPI00329259;IPI00867532;IPI00867592	IPR007087;IPR015880		ZNF761	
b	ENSG00000160352	IPI00455381;IPI00646004;IPI00890787	IPR007087;IPR015880		ZNF714	
b	ENSG00000160908	IPI00550333;IPI00872231	IPR007086;IPR007087;IPR015880		ZNF394	whole.blood.JJV
b	ENSG00000160961	IPI00064209;IPI00646043;IPI00646615	IPR007086;IPR007087;IPR015880		ZNF333	
b	ENSG00000160967	IPI00026673;IPI00419894;IPI00472000;IPI00472247;IPI00736943;IPI00741668;IPI00742111;IPI00873332	IPR001356;IPR003350;IPR009057;IPR012287		CUX1	lung;placenta;prostate;thymus;uterus
b	ENSG00000161298	IPI00027563;IPI00639866;IPI00797562;IPI00871894	IPR007086;IPR007087;IPR015880		ZNF382	
b	ENSG00000161551	IPI00013397;IPI00646841	IPR007087;IPR015880		ZNF577	
b	ENSG00000161853	IPI00032455	IPR007087;IPR015880			
b	ENSG00000161914	IPI00107595	IPR000637;IPR007087;IPR015880		ZNF653	
b	ENSG00000162086	IPI00075320	IPR007086;IPR007087;IPR015880		ZNF75A	
b	ENSG00000162367	IPI00218206;IPI00376954;IPI00471993;IPI00747776	IPR011598		TAL1	bone.marrow;fetal.liver;whole.blood.JJV
b	ENSG00000162624	IPI00470355;IPI00480117	IPR001356;IPR009057;IPR012287		LHX8	
b	ENSG00000162664	IPI00337602;IPI00373877	IPR015880		ZNF326	
b	ENSG00000162676	IPI00017068	IPR007087;IPR015880		GFI1	bone.marrow;thymus
b	ENSG00000162714	IPI00063800;IPI00152251	IPR007087;IPR015880		ZNF496	
b	ENSG00000163064	IPI00016734;IPI00829913	IPR000047;IPR000747;IPR001356;IPR009057;IPR012287	IPR015703	EN1	
b	ENSG00000163795	IPI00328854;IPI00892763;IPI00893490	IPR007087;IPR015880		ZNF513	
b	ENSG00000164011	IPI00301583;IPI00395807;IPI00478751;IPI00642841	IPR007086;IPR007087;IPR015880		ZNF691	
b	ENSG00000164048	IPI00300073;IPI00419995;IPI00867650	IPR007087;IPR015880		ZNF589	
b	ENSG00000164185	IPI00307352	IPR007087		ZNF474	
b	ENSG00000164256	IPI00024953;IPI00478898;IPI00847313	IPR007087;IPR015880		PRDM9	general
b	ENSG00000164334	IPI00217198;IPI00384045;IPI00470952;IPI00887622	IPR015880		FAM170A	
b	ENSG00000164379	IPI00018738	IPR001766;IPR011991		FOXQ1	
b	ENSG00000164532	IPI00328225;IPI00783763	IPR008967	IPR001699	TBX20	
b	ENSG00000164651	IPI00289549;IPI00377223;IPI00396095	IPR007087;IPR015880		SP8	
b	ENSG00000164684	IPI00418600;IPI00783611	IPR007087;IPR015880		ZNF704	
b	ENSG00000164778	IPI00020031	IPR000047;IPR000747;IPR001356;IPR009057;IPR012287	IPR015703	EN2	
b	ENSG00000164853	IPI00894170	IPR001356;IPR009057		UNCX	
b	ENSG00000164900	IPI00556582;IPI00879969	IPR001356;IPR009057;IPR012287		GBX1	
b	ENSG00000164920	IPI00170991;IPI00719002	IPR007087;IPR015880		OSR2	ovary;testis;uterus
b	ENSG00000165030	IPI00290562	IPR004827;IPR011700	IPR016743	NFIL3	adrenal.cortex;fetal.lung;ovary;whole.blood.JJV
b	ENSG00000165259	IPI00401789;IPI00646961	IPR001356;IPR009057		HDX	
b	ENSG00000165388	IPI00065557	IPR007087;IPR015880		ZNF488	
b	ENSG00000165495	IPI00414972	IPR001356;IPR009057;IPR012287		PKNOX2	fetal.brain;whole.brain
b	ENSG00000165606	IPI00060044	IPR001356;IPR009057;IPR012287		DRGX	
b	ENSG00000165655	IPI00304992;IPI00386806;IPI00843984	IPR007087;IPR015880		ZNF503	
b	ENSG00000165804	IPI00002612	IPR007087;IPR015880		ZNF219	general
b	ENSG00000166188	IPI00023084	IPR007086;IPR007087;IPR015880		ZNF319	
