PMID|Methods|UniPro|SwissP/TrEMBL_A|Gene_names_A|NCBI_tax_ID_A|UniPro|SwissP/TrEMBL_B|Gene_names_B|NCBI_tax_ID_B
10594036|far western blotting|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10601570|two hybrid|O43680|SP|TCF21;POD1;Transcription factor 21 (Pod-1/Capsulin)|9606|Q99081|SP|TCF12;HTF4;HEB;Transcription factor 12|9606
10617585|two hybrid|P43699|SP|TITF1;TTF1;NKX2-1;NKX2A;Thyroid transcription factor 1|9606|P10276|SP|RARA;NR1B1;retinoic acid receptor alpha (RAR-alpha)|9606
10617585|two hybrid|P43699|SP|TITF1;TTF1;NKX2-1;NKX2A;Thyroid transcription factor 1|9606|Q15596|SP|NCOA2;TIF2;Nuclear receptor coactivator 2|9606
10623590|two hybrid|P53365|SP|POR1;Arfaptin 2 (Partner of RAC1) (POR1 protein)|9606|P32889|SP|ARF1;ADP-ribosylation factor 1|9606
10623590|two hybrid|Q9NRD5|SP|PRKCABP OR PICK1;PRKCA-binding protein (Protein kinase C-alpha binding protein)|9606|P32889|SP|ARF1;ADP-ribosylation factor 1|9606
10623590|two hybrid|Q9NRD5|SP|PRKCABP OR PICK1;PRKCA-binding protein (Protein kinase C-alpha binding protein)|9606|P16587|SP|ARF3;ADP-ribosylation factor 3|9606
9707615|coip:coimmunoprecipitation|Q13315|SP|ATM;Serine-protein kinase ATM|9606|Q10567|SP|AP1B1;Adapter-related protein complex 1 beta 1 subunit|9606
10197438|coip:coimmunoprecipitation|Q07817|SP|BCL2L1;BCL2L;BCLX;Apoptosis regulator Bcl-X|9606|O15519|SP|CFLAR;CLARP;MRIT;CASH;CASP8 and FADD-like apoptosis regulator (precursor)|9606
10620799|two hybrid|P10415|SP|BCL2;Apoptosis regulator Bcl-2|9606|Q96C41|SP|RAD9;RAD9 homolog|9606
10620799|coip:coimmunoprecipitation|P10415|SP|BCL2;Apoptosis regulator Bcl-2|9606|Q96C41|SP|RAD9;RAD9 homolog|9606
10620799|coip:coimmunoprecipitation|Q96C41|SP|RAD9;RAD9 homolog|9606|P10415|SP|BCL2;Apoptosis regulator Bcl-2|9606
10620799|two hybrid|Q07817|SP|BCL2L1;BCL2L;BCLX;Apoptosis regulator Bcl-X|9606|Q96C41|SP|RAD9;RAD9 homolog|9606
10620799|coip:coimmunoprecipitation|Q07817|SP|BCL2L1;BCL2L;BCLX;Apoptosis regulator Bcl-X|9606|Q96C41|SP|RAD9;RAD9 homolog|9606
10620799|coip:coimmunoprecipitation|Q96C41|SP|RAD9;RAD9 homolog|9606|Q07817|SP|BCL2L1;BCL2L;BCLX;Apoptosis regulator Bcl-X|9606
10620799|two hybrid|Q07812|SP|BAX;Apoptosis regulator BAX, membrane isoform alpha|9606|P10415|SP|BCL2;Apoptosis regulator Bcl-2|9606
10620799|two hybrid|Q92934|SP|BAD;Bcl2-antagonist of cell death|9606|Q07817|SP|BCL2L1;BCL2L;BCLX;Apoptosis regulator Bcl-X|9606
10629059|two hybrid|Q99741|SP|HSCDC6;HSCDC18;CDC6;CDC6-related protein (CDC6 cell division cycle 6 homolog)|9606|Q9Y5P8|SP|PR48;Serine/threonine protein phosphatase 2A, 48 kDa regulatory subunit B (PP2A, subunit B, PR48 isoform)|9606
10629059|coip:coimmunoprecipitation|Q99741|SP|HSCDC6;HSCDC18;CDC6;CDC6-related protein (CDC6 cell division cycle 6 homolog)|9606|Q9Y5P8|SP|PR48;Serine/threonine protein phosphatase 2A, 48 kDa regulatory subunit B (PP2A, subunit B, PR48 isoform)|9606
10629059|copurification|Q99741|SP|HSCDC6;HSCDC18;CDC6;CDC6-related protein (CDC6 cell division cycle 6 homolog)|9606|Q9Y5P8|SP|PR48;Serine/threonine protein phosphatase 2A, 48 kDa regulatory subunit B (PP2A, subunit B, PR48 isoform)|9606
10629059|two hybrid|P30153|SP|PPP2R1A;Serine/threonine protein phosphatase 2A, 65 KDA regulatory subunit A, alpha isoform (PP2A, subunit A, PR65-alpha isoform)|9606|Q9Y5P8|SP|PR48;Serine/threonine protein phosphatase 2A, 48 kDa regulatory subunit B (PP2A, subunit B, PR48 isoform)|9606
10629059|two hybrid|P30153|SP|PPP2R1A;Serine/threonine protein phosphatase 2A, 65 KDA regulatory subunit A, alpha isoform (PP2A, subunit A, PR65-alpha isoform)|9606|Q06190|SP|PPP2R3A OR PPP2R3;Serine/threonine protein phosphatase 2A, 72/130 kDa regulatory subunit B (PP2A, subunit B, B'-PR72/PR130)|9606
10629059|two hybrid|Q99741|SP|HSCDC6;HSCDC18;CDC6;CDC6-related protein (CDC6 cell division cycle 6 homolog)|9606|Q06190|SP|PPP2R3A OR PPP2R3;Serine/threonine protein phosphatase 2A, 72/130 kDa regulatory subunit B (PP2A, subunit B, B'-PR72/PR130)|9606
9813091|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P08648|SP|ITGA5;FNRA;Integrin alpha-5 (precursor) (CD49e;VLA-5;Fibronectin receptor alpha subunit)|9606
9813091|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P26006|SP|ITGA3;Integrin alpha-3 (precursor) (VLA-3 alpha chain;CD49c)|9606
9813091|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P17301|SP|ITGA2;Integrin alpha-2 (precursor)  (CD49b;VLA-2 alpha chain;Platelet membrane glycoprotein Ia)|9606
9813091|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P05556|SP|ITGB1;Integrin beta-1 precursor (CD29 antigen;Integrin VLA-4 beta subunit)|9606
9813091|coip:coimmunoprecipitation|P05556|SP|ITGB1;Integrin beta-1 precursor (CD29 antigen;Integrin VLA-4 beta subunit)|9606|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606
9794406|coip:coimmunoprecipitation|Q13114|SP|TRAF3;CRAF1;CAP1;TNF receptor associated factor 3 (TRAF3;CD40 receptor associated factor 1;LMP1 associated protein)|9606|P26842|SP|TNFRSF7;CD27;Tumor necrosis factor receptor superfamily member 7 (precursor)  (CD27L receptor;T-cell activation antigen CD27;T14)|9606
10629222|two hybrid|Q13326|SP|SGCG;Gamma-sarcoglycan|9606|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606
10629222|copurification|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606|Q13326|SP|SGCG;Gamma-sarcoglycan|9606
10629222|coip:coimmunoprecipitation|Q13326|SP|SGCG;Gamma-sarcoglycan|9606|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606
10629222|two hybrid|Q92629|SP|SGCD;Delta-sarcoglycan|9606|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606
10629222|copurification|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606|Q92629|SP|SGCD;Delta-sarcoglycan|9606
10629222|coip:coimmunoprecipitation|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606|Q92629|SP|SGCD;Delta-sarcoglycan|9606
10629222|coip:coimmunoprecipitation|Q92629|SP|SGCD;Delta-sarcoglycan|9606|O95303|SP|ABPL;FLN2;Gamma-filamin (Filamin 2)|9606
10636891|two hybrid|Q04759|SP|PRKCQ;PRKCT;Protein kinase C, theta type|9606|Q9P1B0|SP|PICOT;PKCq-interacting protein PICOT (Thioredoxin-like)|9606
10636891|coip:coimmunoprecipitation|Q9P1B0|SP|PICOT;PKCq-interacting protein PICOT (Thioredoxin-like)|9606|Q04759|SP|PRKCQ;PRKCT;Protein kinase C, theta type|9606
10636863|coip:coimmunoprecipitation|P28907|SP|CD38;ADP-ribosyl cyclase 1 or cyclic ADP-ribose hydrolase 1 or Lymphocyte differentiation antigen CD38 or type II transmembrane glycoprotein CD38|9606|P06239|SP|LCK;Lck;proto-oncogene tyrosine-protein kinase LCK;lymphocyte specific kinase Lck|9606
10636891|copurification|Q9P1B0|SP|PICOT;PKCq-interacting protein PICOT (Thioredoxin-like)|9606|Q04759|SP|PRKCQ;PRKCT;Protein kinase C, theta type|9606
10636891|copurification|Q9P1B0|SP|PICOT;PKCq-interacting protein PICOT (Thioredoxin-like)|9606|Q05513|SP|PRKCZ;PKC2;Protein kinase C, zeta type|9606
10636863|coip:coimmunoprecipitation|P28907|SP|CD38;ADP-ribosyl cyclase 1 or cyclic ADP-ribose hydrolase 1 or Lymphocyte differentiation antigen CD38 or type II transmembrane glycoprotein CD38|9606|P06239|SP|LCK;Lck;proto-oncogene tyrosine-protein kinase LCK;lymphocyte specific kinase Lck|9606
10636891|copurification|Q9P1B0|SP|PICOT;PKCq-interacting protein PICOT (Thioredoxin-like)|9606|Q04759|SP|PRKCQ;PRKCT;Protein kinase C, theta type|9606
10637334|two hybrid|Q7Z3K2|TREMBL|NOT1;General negative regulator of transcription NOT1 homolog|9606|Q9NZN8|TREMBL|NOT2;Not2 protein (CCR4-NOT transcription complex, subunit 2)|9606
10637334|two hybrid|Q7Z3K2|TREMBL|NOT1;General negative regulator of transcription NOT1 homolog|9606|Q9NZN6|TREMBL|NOT4-N;Not4-N protein|9606
10637334|two hybrid|Q7Z3K2|TREMBL|NOT1;General negative regulator of transcription NOT1 homolog|9606|Q9UFF9|SP|CNOT8;CALIF;POP2;CCR4-NOT transcription complex, subunit 8;CAF1-like protein|9606
10637334|two hybrid|Q9NZN7|TREMBL|NOT3;Not3 protein|9606|Q9UFF9|SP|CNOT8;CALIF;POP2;CCR4-NOT transcription complex, subunit 8;CAF1-like protein|9606
10637334|coip:coimmunoprecipitation|Q9UFF9|SP|CNOT8;CALIF;POP2;CCR4-NOT transcription complex, subunit 8;CAF1-like protein|9606|Q9NZN7|TREMBL|NOT3;Not3 protein|9606
10644691|two hybrid|O14641|SP|Dvl2;dishevelled-2;segment polarity protein dishevelled homolog DVL-2;DSH homolog Dvl2|9606|Q15763|SP|TCTEL1;TCTEX1;TCTEX-1;protein CW-1;cytoplasmic dynein light chain;T-complex testis-specific protein 1 homolog|9606
9819383|coip:coimmunoprecipitation|P06748|SP|NPM;NPM1 and ALK;fusion protein p80 (contains:(NPM;Nucleophosmin;Nuclear phosphoprotein B23;Numatrin;Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor;Anaplastic lymphoma kinase))|9606|P16885|SP|PLCG2;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2 (Phosphoinositide phospholipase C;Phospholipase C-gamma-2;PLC-IV)|9606
9819383|coip:coimmunoprecipitation|P16885|SP|PLCG2;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2 (Phosphoinositide phospholipase C;Phospholipase C-gamma-2;PLC-IV)|9606|P06748|SP|NPM;NPM1 and ALK;fusion protein p80 (contains:(NPM;Nucleophosmin;Nuclear phosphoprotein B23;Numatrin;Nucleolar protein NO38) and (ALK tyrosine kinase receptor precursor;Anaplastic lymphoma kinase))|9606
9819383|coip:coimmunoprecipitation|P16885|SP|PLCG2;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2 (Phosphoinositide phospholipase C;Phospholipase C-gamma-2;PLC-IV)|9606|P16885|SP|PLCG2;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2 (Phosphoinositide phospholipase C;Phospholipase C-gamma-2;PLC-IV)|9606
10644691|two hybrid|O14641|SP|Dvl2;dishevelled-2;segment polarity protein dishevelled homolog DVL-2;DSH homolog Dvl2|9606|P35813|SP|PPM1A;protein phosphatase 2C alpha isoform;PP2C-alpha|9606
10644691|two hybrid|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606|P35813|SP|PPM1A;protein phosphatase 2C alpha isoform;PP2C-alpha|9606
10644691|two hybrid|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606|Q15763|SP|TCTEL1;TCTEX1;TCTEX-1;protein CW-1;cytoplasmic dynein light chain;T-complex testis-specific protein 1 homolog|9606
10644691|coip:coimmunoprecipitation|P35813|SP|PPM1A;protein phosphatase 2C alpha isoform;PP2C-alpha|9606|Q92997|SP|DVL3;dishevelled-3;segment polarity protein dishevelled homolog DVL-3|9606
10644691|coip:coimmunoprecipitation|P35813|SP|PPM1A;protein phosphatase 2C alpha isoform;PP2C-alpha|9606|P35222|SP|CTNNB1;Beta-catenin|9606
10644691|coip:coimmunoprecipitation|Q92997|SP|DVL3;dishevelled-3;segment polarity protein dishevelled homolog DVL-3|9606|P35222|SP|CTNNB1;Beta-catenin|9606
10644691|coip:coimmunoprecipitation|P35222|SP|CTNNB1;Beta-catenin|9606|Q92997|SP|DVL3;dishevelled-3;segment polarity protein dishevelled homolog DVL-3|9606
10330181|coip:coimmunoprecipitation|Q92997|SP|DVL3;dishevelled-3;segment polarity protein dishevelled homolog DVL-3|9606|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606
10330181|coip:coimmunoprecipitation|Q92997|SP|DVL3;dishevelled-3;segment polarity protein dishevelled homolog DVL-3|9606|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606
10330181|cosedimentation|Q92997|SP|DVL3;dishevelled-3;segment polarity protein dishevelled homolog DVL-3|9606|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606
10330181|cosedimentation|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606|O14640|SP|DVL1;dishevelled-1;segment polarity protein dishevelled homolog DVL-1|9606
10644764|coip:coimmunoprecipitation|P35869|SP|AHR;aryl hydrocarbon receptor (AhR);AHR protein;aromatic hydrogen receptor|9606|P06400|SP|RB1;retinoblastoma-associated protein RB (retinoblastoma susceptibility protein)|9606
10644764|coip:coimmunoprecipitation|P06400|SP|RB1;retinoblastoma-associated protein RB (retinoblastoma susceptibility protein)|9606|P35869|SP|AHR;aryl hydrocarbon receptor (AhR);AHR protein;aromatic hydrogen receptor|9606
10644998|copurification|O95996|TREMBL|APCL;APCL protein|9606|Q15691|SP|MAPRE1;Microtubule-associated protein RP/EB family member 1;protein EB1|9606
10644998|copurification|Q9UPY8|SP|MAPRE3;Microtubule-associated protein RP/EB family member 3;protein EB3|9606|O95996|TREMBL|APCL;APCL protein|9606
10644998|two hybrid|O95996|TREMBL|APCL;APCL protein|9606|Q9UPY8|SP|MAPRE3;Microtubule-associated protein RP/EB family member 3;protein EB3|9606
10644998|coip:coimmunoprecipitation|O95996|TREMBL|APCL;APCL protein|9606|Q9UPY8|SP|MAPRE3;Microtubule-associated protein RP/EB family member 3;protein EB3|9606
10644998|coip:coimmunoprecipitation|Q9UPY8|SP|MAPRE3;Microtubule-associated protein RP/EB family member 3;protein EB3|9606|O95996|TREMBL|APCL;APCL protein|9606
10644998|copurification|Q15691|SP|MAPRE1;Microtubule-associated protein RP/EB family member 1;protein EB1|9606|O95996|TREMBL|APCL;APCL protein|9606
10644998|copurification|O95996|TREMBL|APCL;APCL protein|9606|Q9UPY8|SP|MAPRE3;Microtubule-associated protein RP/EB family member 3;protein EB3|9606
9705328|coip:coimmunoprecipitation|P15311|SP|VIL2;Ezrin|9606|P13598|SP|ICAM-2;Intercellular adhesion molecule-2|9606
9705328|coip:coimmunoprecipitation|P13598|SP|ICAM-2;Intercellular adhesion molecule-2|9606|P15311|SP|VIL2;Ezrin|9606
9705328|elisa:enzyme-linked immunosorbent assay|P13598|SP|ICAM-2;Intercellular adhesion molecule-2|9606|P15311|SP|VIL2;Ezrin|9606
9705328|electron resonance|P13598|SP|ICAM-2;Intercellular adhesion molecule-2|9606|P15311|SP|VIL2;Ezrin|9606
9705328|copurification|P13598|SP|ICAM-2;Intercellular adhesion molecule-2|9606|P15311|SP|VIL2;Ezrin|9606
9705328|elisa:enzyme-linked immunosorbent assay|P05362|SP|ICAM-1;Intercellular adhesion molecule-1|9606|P15311|SP|VIL2;Ezrin|9606
9705328|coip:coimmunoprecipitation|P05362|SP|ICAM-1;Intercellular adhesion molecule-1|9606|P15311|SP|VIL2;Ezrin|9606
10646847|two hybrid|O00633|TREMBL|PTEN;MMAC1;TEP1;phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase PTEN;MMAC1 (mutated in multiple advanced cancers 1)|9606|Q12959|SP|hdlg-1;DLG1;human discs-large isoform 1;human homolog of Drosophila discs large protein isoform 1|9606
10646847|coip:coimmunoprecipitation|Q12959|SP|hdlg-1;DLG1;human discs-large isoform 1;human homolog of Drosophila discs large protein isoform 1|9606|O00633|TREMBL|PTEN;MMAC1;TEP1;phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase PTEN;MMAC1 (mutated in multiple advanced cancers 1)|9606
10648614|coip:coimmunoprecipitation|O15111|TREMBL|CHUK;IKKA;inhibitor of nuclear factor kappa-B kinase alpha subunit;I kappa-B kinase alpha;IkBKA;IKK-alpha;IkappaB kinase;nuclear factor NFkappaB inhibitor kinase alpha|9606|P19525|TREMBL|PRKR;EIF2AK2;interferon-induced, double-stranded RNA-activated protein kinase (catalytically inactive mutant);interferon-inducible RNA-dependent protein kinase;p68 kinase;P1/eIF-2A protein kinase|9606
10649446|two hybrid|Q14192|TREMBL|FHL2;SLIM3;DRAL;heart specific FHL2 protein;four and a half LIM domains protein 2|9606|P33993|TREMBL|MCM7;MCMD7;CDC47;DNA replication licensing factor MCM7;CDC47 homolog|9606
10650002|coip:coimmunoprecipitation|Q12933|SP|TRAF2;TRAP3;TNF receptor associated factor 2 (TRAF2;tumor necrosis factor type 2 receptor associated protein 3)|9606|O75460|SP|IRE1a;serine/threonine-protein kinase IRE1-alpha precursor, inositol requiring;endoplasmic reticulum to nucleus signalling 1|9606
10649446|copurification|Q14192|TREMBL|FHL2;SLIM3;DRAL;heart specific FHL2 protein;four and a half LIM domains protein 2|9606|P33993|TREMBL|MCM7;MCMD7;CDC47;DNA replication licensing factor MCM7;CDC47 homolog|9606
10649446|copurification|Q14192|TREMBL|FHL2;SLIM3;DRAL;heart specific FHL2 protein;four and a half LIM domains protein 2|9606|P33993|TREMBL|MCM7;MCMD7;CDC47;DNA replication licensing factor MCM7;CDC47 homolog|9606
10650943|two hybrid|Q06124|SP|PTPN11;PTP2C;SHPTP2;Protein-tyrosine phosphatase, non-receptor type 11;SHP-2|9606|Q8WU20|SP|SNT-1;FRS2;Suc1-associated neurotrophic factor target;FGFR signalling adaptorSNT-1;FRS2|9606
10650943|two hybrid|Q06124|SP|PTPN11;PTP2C;SHPTP2;Protein-tyrosine phosphatase, non-receptor type 11;SHP-2|9606|Q8WU20|SP|SNT-1;FRS2;Suc1-associated neurotrophic factor target;FGFR signalling adaptorSNT-1;FRS2|9606
10650943|coip:coimmunoprecipitation|Q8WU20|SP|SNT-1;FRS2;Suc1-associated neurotrophic factor target;FGFR signalling adaptorSNT-1;FRS2|9606|Q06124|SP|PTPN11;PTP2C;SHPTP2;Protein-tyrosine phosphatase, non-receptor type 11;SHP-2|9606
two hybrid|O15360|O15360|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15287|O15287|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606 two hybrid|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606
two hybrid|O15287|O15287|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|O15287|O15287|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606 two hybrid|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
two hybrid|O15360|O15360|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15287|O15287|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606 two hybrid|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
two hybrid|O15287|O15287|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|O15287|O15287|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606 two hybrid|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
10648616|experimental knowledge based|O15350|SP|TP73 or P73;Tumor protein p73|9606|Q09472|SP|EP300;P300;E1A-associated protein p300|9606
10648616|experimental knowledge based|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|O15350|SP|TP73 or P73;Tumor protein p73|9606
10648616|copurification|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|O15350|SP|TP73 or P73;Tumor protein p73|9606
10648616|copurification|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|O15350|SP|TP73 or P73;Tumor protein p73|9606
10648616|copurification|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|O15350|SP|TP73 or P73;Tumor protein p73|9606
10648616|copurification|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|P04637|SP|TP53;P53 protein|9606
10648616|coip:coimmunoprecipitation|O15350|SP|TP73 or P73;Tumor protein p73|9606|Q09472|SP|EP300;P300;E1A-associated protein p300|9606
10648616|copurification|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|P04637|SP|TP53;P53 protein|9606
10648616|copurification|Q92793|SP|CBP;CREB-binding protein|9606|P04637|SP|TP53;P53 protein|9606
10648616|coip:coimmunoprecipitation|Q09472|SP|EP300;P300;E1A-associated protein p300|9606|O15350|SP|TP73 or P73;Tumor protein p73|9606
10648616|coip:coimmunoprecipitation|Q92793|SP|CBP;CREB-binding protein|9606|O15350|SP|TP73 or P73;Tumor protein p73|9606
10648616|copurification|O15350|SP|TP73 or P73;Tumor protein p73|9606|Q92793|SP|CBP;CREB-binding protein|9606
10648616|copurification|O15350|SP|TP73 or P73;Tumor protein p73|9606|Q09472|SP|EP300;P300;E1A-associated protein p300|9606
9812906|coip:coimmunoprecipitation|P05556|SP|ITGB1;Integrin beta-1 precursor (CD29 antigen;Integrin VLA-4 beta subunit)|9606|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606
9812906|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P05556|SP|ITGB1;Integrin beta-1 precursor (CD29 antigen;Integrin VLA-4 beta subunit)|9606
9812906|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P17301|SP|ITGA2;Integrin alpha-2 (precursor)  (CD49b;VLA-2 alpha chain;Platelet membrane glycoprotein Ia)|9606
9812906|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P26006|SP|ITGA3;Integrin alpha-3 (precursor) (VLA-3 alpha chain;CD49c)|9606
9812906|coip:coimmunoprecipitation|P21926|SP|CD9;MIC3;CD9 antigen (Leukocyte antigen MIC3)|9606|P08648|SP|ITGA5;FNRA;Integrin alpha-5 (precursor) (CD49e;VLA-5;Fibronectin receptor alpha subunit)|9606
11157805|two hybrid|Q9NPI8|SP|FANCF;Fanconi anemia group F protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
11157805|two hybrid|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|Q9NPI8|SP|FANCF;Fanconi anemia group F protein|9606
11157805|two hybrid|Q00597|SP|FANCC;Fanconi anemia group C protein|9606|Q9HB96|SP|FANCE;Fanconi anemia protein E|9606
11157805|two hybrid|Q9HB96|SP|FANCE;Fanconi anemia protein E|9606|Q00597|SP|FANCC;Fanconi anemia group C protein|9606
11157805|two hybrid|Q9HB96|SP|FANCE;Fanconi anemia protein E|9606|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606
11157805|two hybrid|Q9HB96|SP|FANCE;Fanconi anemia protein E|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
11157805|two hybrid|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
11157805|two hybrid|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
11157805|two hybrid|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606
10594036|two hybrid|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10594036|two hybrid|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10594036|two hybrid|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606
10594036|copurification|Q16514|SP|TAF12;TAF2J;TAFII20;TAF15;Transcription initiation factor TFIID 20/15 kDa subunits (TAFII-20/TAFII-15)|9606|O00268|SP|TAF4;TAF4A;TAF2C1;TAF2C;TAFII135;TAFII130;Transcription initiation factor TFIID 135 kDa subunit (TAFII-135)|9606
11157805|coip:coimmunoprecipitation|O15360|SP|FANCA;FAA;Fanconi anemia group A protein;FACA protein|9606|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606
11157805|coip:coimmunoprecipitation|O15287|SP|FANCG;XRCC9;Fanconi anemia group G protein;FACG protein|9606|Q9NPI8|SP|FANCF;Fanconi anemia group F protein|9606
11157805|coip:coimmunoprecipitation|Q9HB96|SP|FANCE;Fanconi anemia protein E|9606|Q00597|SP|FANCC;Fanconi anemia group C protein|9606
10660610|two hybrid|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606
10660610|two hybrid|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606
10660610|two hybrid|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606
10660610|two hybrid|O60673|TREMBL|REV3L;POLZ;REV3;DNA polymerase zeta catalytic subunit|9606|Q9UI95|TREMBL|MAD2L2;MAD2B;REV7;mitotic spindle assembly checkpoint protein MAD2B;REV7 protein|9606
